event_no,club,category,event,round,heat,overall,order,reg_no,fullname,best,value,result,members,summary
156,Raheny Shamrock,Senior Men,1500m,*,1,2,2,16_178-,Juan Ignacio Pena,3:54.95,234.947,Silver,,Senior Men 1500m: 2. Juan Ignacio Pena (3:54.95) SILVER
156,Waterford AC,Senior Men,1500m,*,1,3,3,50_178-,Aidan  Burke,4:06.58,246.58,Bronze,,Senior Men 1500m: 3. Aidan  Burke (4:06.58) BRONZE
156,Crusaders AC,Senior Men,1500m,*,1,4,4,19_178-,Alex Ainsworth,4:09.98,249.98,,,Senior Men 1500m: 4. Alex Ainsworth (4:09.98) 
156,Galway City Harriers,Senior Men,1500m,*,1,5,5,49_178-,Michael Conway,4:36.24,276.231,,,Senior Men 1500m: 5. Michael Conway (4:36.24) 
156,Enniscorthy AC,Senior Men,1500m,*,1,0,0,20_178-,John O Connor,DNS,-3,,,Senior Men 1500m: 0. John O Connor (DNS) 
157,Galway City Harriers,Senior Men,400m Sprint,*,1,1,1,49_179-,Shane Mcgovern,52.18,52.175,Gold,,Senior Men 400m Sprint: 1. Shane Mcgovern (52.18) GOLD
157,Crusaders AC,Senior Men,400m Sprint,*,1,2,2,19_179-,Jack Byrne,52.34,52.336,Silver,,Senior Men 400m Sprint: 2. Jack Byrne (52.34) SILVER
157,Kilkenny City Harriers,Senior Men,400m Sprint,*,1,3,3,200_179-,Cillian  Daly,53.24,53.234,Bronze,,Senior Men 400m Sprint: 3. Cillian  Daly (53.24) BRONZE
157,Enniscorthy AC,Senior Men,400m Sprint,*,1,4,4,20_179-,Jack Browne,54.37,54.365,,,Senior Men 400m Sprint: 4. Jack Browne (54.37) 
157,Raheny Shamrock,Senior Men,400m Sprint,*,1,5,5,16_179-,Des O'Neill,55.94,55.931,,,Senior Men 400m Sprint: 5. Des O'Neill (55.94) 
157,Waterford AC,Senior Men,400m Sprint,*,1,6,6,50_179-,Adrian Simrashe Mamombe,56.47,56.47,,,Senior Men 400m Sprint: 6. Adrian Simrashe Mamombe (56.47) 
158,Kilkenny City Harriers,Senior Men,3000m Steeplechase (0.914m),*,1,1,1,200_180-,Paddy  Kelly,11:01.58,661.571,Gold,,Senior Men 3000m Steeplechase (0.914m): 1. Paddy  Kelly (11:01.58) GOLD
158,Waterford AC,Senior Men,3000m Steeplechase (0.914m),*,1,2,2,50_180-,Fergus O'Brien,11:27.68,687.675,Silver,,Senior Men 3000m Steeplechase (0.914m): 2. Fergus O'Brien (11:27.68) SILVER
158,Crusaders AC,Senior Men,3000m Steeplechase (0.914m),*,1,3,3,19_180-,Gary Park,11:34.93,694.928,Bronze,,Senior Men 3000m Steeplechase (0.914m): 3. Gary Park (11:34.93) BRONZE
158,Galway City Harriers,Senior Men,3000m Steeplechase (0.914m),*,1,4,4,49_180-,Padraig Faherty,12:34.63,754.622,,,Senior Men 3000m Steeplechase (0.914m): 4. Padraig Faherty (12:34.63) 
158,Enniscorthy AC,Senior Men,3000m Steeplechase (0.914m),*,1,5,5,20_180-,Tbc Enniscorthy Ac,17:09.88,1029.88,,,Senior Men 3000m Steeplechase (0.914m): 5. Tbc Enniscorthy Ac (17:09.88) 
158,Raheny Shamrock,Senior Men,3000m Steeplechase (0.914m),*,1,0,0,16_180-,Tbc Raheny Shamrock,DNS,-3,,,Senior Men 3000m Steeplechase (0.914m): 0. Tbc Raheny Shamrock (DNS) 
159,Galway City Harriers,Senior Men,200m Sprint,*,1,1,1,49_181-,Robert Mcdonnell,21.67,21.668,Gold,,Senior Men 200m Sprint: 1. Robert Mcdonnell (21.67) GOLD
159,Enniscorthy AC,Senior Men,200m Sprint,*,1,2,2,20_181-,Dannan Long,21.71,21.704,Silver,,Senior Men 200m Sprint: 2. Dannan Long (21.71) SILVER
159,Kilkenny City Harriers,Senior Men,200m Sprint,*,1,3,3,200_181-,Alex Cullen,22.06,22.054,Bronze,,Senior Men 200m Sprint: 3. Alex Cullen (22.06) BRONZE
159,Raheny Shamrock,Senior Men,200m Sprint,*,1,4,4,16_181-,David Konovalov,22.59,22.583,,,Senior Men 200m Sprint: 4. David Konovalov (22.59) 
159,Crusaders AC,Senior Men,200m Sprint,*,1,5,5,19_181-,Leo Gormley,23.97,23.962,,,Senior Men 200m Sprint: 5. Leo Gormley (23.97) 
159,Waterford AC,Senior Men,200m Sprint,*,1,6,6,50_181-,Eoin  Kenny,24.49,24.484,,,Senior Men 200m Sprint: 6. Eoin  Kenny (24.49) 
160,Raheny Shamrock,Senior Men,800m,*,1,1,1,16_182-,Conrad  Latham,1:54.01,114.002,Gold,,Senior Men 800m: 1. Conrad  Latham (1:54.01) GOLD
160,Enniscorthy AC,Senior Men,800m,*,1,2,2,20_182-,Joss O Connor,1:56.12,116.114,Silver,,Senior Men 800m: 2. Joss O Connor (1:56.12) SILVER
160,Galway City Harriers,Senior Men,800m,*,1,3,3,49_182-,Sean Danker,1:58.77,118.765,Bronze,,Senior Men 800m: 3. Sean Danker (1:58.77) BRONZE
160,Kilkenny City Harriers,Senior Men,800m,*,1,4,4,200_182-,Kyrell Mtinsi,2:00.67,120.667,,,Senior Men 800m: 4. Kyrell Mtinsi (2:00.67) 
160,Crusaders AC,Senior Men,800m,*,1,5,5,19_182-,Lucas Ryan,2:00.91,120.905,,,Senior Men 800m: 5. Lucas Ryan (2:00.91) 
160,Waterford AC,Senior Men,800m,*,1,6,6,50_182-,Ronan  Smyth,2:19.11,139.109,,,Senior Men 800m: 6. Ronan  Smyth (2:19.11) 
161,Raheny Shamrock,Senior Men,5000m,*,1,1,1,16_183-,Tbc Raheny Shamrock,14:59.06,899.053,Gold,,Senior Men 5000m: 1. Tbc Raheny Shamrock (14:59.06) GOLD
161,Crusaders AC,Senior Men,5000m,*,1,2,2,19_183-,Colm Parnell,15:05.43,905.428,Silver,,Senior Men 5000m: 2. Colm Parnell (15:05.43) SILVER
161,Waterford AC,Senior Men,5000m,*,1,3,3,50_183-,Pat  Fitzgerald,15:28.02,928.012,Bronze,,Senior Men 5000m: 3. Pat  Fitzgerald (15:28.02) BRONZE
161,Galway City Harriers,Senior Men,5000m,*,1,4,4,49_183-,David Carter,15:29.81,929.81,,,Senior Men 5000m: 4. David Carter (15:29.81) 
161,Kilkenny City Harriers,Senior Men,5000m,*,1,5,5,200_183-,Ruairi Mcevoy,15:53.50,953.497,,,Senior Men 5000m: 5. Ruairi Mcevoy (15:53.50) 
161,Enniscorthy AC,Senior Men,5000m,*,1,0,0,20_183-,Tbc Enniscorthy Ac,DNS,-3,,,Senior Men 5000m: 0. Tbc Enniscorthy Ac (DNS) 
162,Galway City Harriers,Senior Men,100m Sprint,*,1,1,1,49_184-,Robert Mcdonnell,10.88,10.872,Gold,,Senior Men 100m Sprint: 1. Robert Mcdonnell (10.88) GOLD
162,Enniscorthy AC,Senior Men,100m Sprint,*,1,2,2,20_184-,Dannan Long,10.95,10.944,Silver,,Senior Men 100m Sprint: 2. Dannan Long (10.95) SILVER
162,Raheny Shamrock,Senior Men,100m Sprint,*,1,3,3,16_184-,David Konovalov,11.21,11.202,Bronze,,Senior Men 100m Sprint: 3. David Konovalov (11.21) BRONZE
162,Kilkenny City Harriers,Senior Men,100m Sprint,*,1,4,4,200_184-,Noah Gilmore,11.48,11.475,,,Senior Men 100m Sprint: 4. Noah Gilmore (11.48) 
162,Waterford AC,Senior Men,100m Sprint,*,1,5,5,50_184-,Evan Hayes,12.25,12.244,,,Senior Men 100m Sprint: 5. Evan Hayes (12.25) 
162,Crusaders AC,Senior Men,100m Sprint,*,1,6,6,19_184-,Liam Beaumont,12.27,12.265,,,Senior Men 100m Sprint: 6. Liam Beaumont (12.27) 
163,Kilkenny City Harriers,Senior Men,4x400m Relay,*,1,1,1,,Kilkenny City Harriers,3:31.81,211.802,Gold,"Gilmore, Noah, Daly, Cillian, Mtinsi, Kyrell, Cullen, Alex, Kilkenny City Harriers, Tbc, Kilkenny City Harriers, Tbc, ",Senior Men 4x400m Relay: 1. Kilkenny City Harriers (3:31.81) GOLD
163,Enniscorthy AC,Senior Men,4x400m Relay,*,1,2,2,,Enniscorthy AC,3:33.51,213.501,Silver,"Long, Dannan, Browne, Jack, O Connor, Joss, St Claire Johnson, Chris, O Connor, John, Obasoham, Joseph, ",Senior Men 4x400m Relay: 2. Enniscorthy AC (3:33.51) SILVER
163,Raheny Shamrock,Senior Men,4x400m Relay,*,1,3,3,,Raheny Shamrock,3:34.72,214.719,Bronze,"O'Neill, Des, Latham, Conrad , Ignacio Pena, Juan, Mccorry, Oisin, Raheny Shamrock, Tbc, Raheny Shamrock, Tbc, ",Senior Men 4x400m Relay: 3. Raheny Shamrock (3:34.72) BRONZE
163,Galway City Harriers,Senior Men,4x400m Relay,*,1,4,4,,Galway City Harriers,3:36.20,216.195,,"Erugo, Jonah, Prochownik, Adil, Faherty, Padraig, Mcgovern, Shane, Conway, Michael, Mcdonnell, Rob, ",Senior Men 4x400m Relay: 4. Galway City Harriers (3:36.20) 
163,Waterford AC,Senior Men,4x400m Relay,*,1,5,5,,Waterford AC,3:53.94,233.939,,"Burke, Aidan , Slyusar, Gleb , Kenny, Eoin , Halley, Tom, Savage, Paul , Waterford Ac, Tbc, ",Senior Men 4x400m Relay: 5. Waterford AC (3:53.94) 
163,Crusaders AC,Senior Men,4x400m Relay,*,1,0,0,,Crusaders AC,DNS,-3,,"Ryan, Lucas, Byrne, Jack, Ainsworth, Alex, Gormley, Leo, Crusaders Ac, Tbc, Crusaders Ac, Tbc, ",Senior Men 4x400m Relay: 0. Crusaders AC (DNS) 
164,Waterford AC,Senior Men,Hammer Throw (7.26kg),*,1,1,1,50_186-,Corey Scanlan,43.23,43.23,Gold,,Senior Men Hammer Throw (7.26kg): 1. Corey Scanlan (43.23) GOLD
164,Enniscorthy AC,Senior Men,Hammer Throw (7.26kg),*,1,2,2,20_186-,Keelan Dobbs,33.44,33.44,Silver,,Senior Men Hammer Throw (7.26kg): 2. Keelan Dobbs (33.44) SILVER
164,Raheny Shamrock,Senior Men,Hammer Throw (7.26kg),*,1,3,3,16_186-,Colm O'Donoghue,32.74,32.74,Bronze,,Senior Men Hammer Throw (7.26kg): 3. Colm O'Donoghue (32.74) BRONZE
164,Galway City Harriers,Senior Men,Hammer Throw (7.26kg),*,1,4,4,49_186-,Ben Sheehan,7.73,7.73,,,Senior Men Hammer Throw (7.26kg): 4. Ben Sheehan (7.73) 
164,Kilkenny City Harriers,Senior Men,Hammer Throw (7.26kg),*,1,0,0,200_186-,Tbc Kilkenny City Harriers,DNS,-3,,,Senior Men Hammer Throw (7.26kg): 0. Tbc Kilkenny City Harriers (DNS) 
164,Crusaders AC,Senior Men,Hammer Throw (7.26kg),*,1,0,0,19_186-,Ciaran Donnelly,DNS,-3,,,Senior Men Hammer Throw (7.26kg): 0. Ciaran Donnelly (DNS) 
165,Waterford AC,Senior Men,Pole Vault,*,1,1,1,50_187-,Evan Hayes,3.5,3.5,Gold,,Senior Men Pole Vault: 1. Evan Hayes (3.5) GOLD
165,Kilkenny City Harriers,Senior Men,Pole Vault,*,1,2,2,200_187-,Noah Gilmore,3.2,3.2,Silver,,Senior Men Pole Vault: 2. Noah Gilmore (3.2) SILVER
165,Enniscorthy AC,Senior Men,Pole Vault,*,1,3,3,20_187-,Mario Plaza Diaz,3.2,3.2,Bronze,,Senior Men Pole Vault: 3. Mario Plaza Diaz (3.2) BRONZE
165,Raheny Shamrock,Senior Men,Pole Vault,*,1,4,4,16_187-,David Moore,2,2,,,Senior Men Pole Vault: 4. David Moore (2) 
165,Crusaders AC,Senior Men,Pole Vault,*,1,0,0,19_187-,Tbc Crusaders Ac,0,0,,,Senior Men Pole Vault: 0. Tbc Crusaders Ac (0) 
165,Galway City Harriers,Senior Men,Pole Vault,*,1,0,0,49_187-,Tbc Galway City Harriers,0,0,,,Senior Men Pole Vault: 0. Tbc Galway City Harriers (0) 
166,Kilkenny City Harriers,Senior Men,Long Jump,*,1,1,1,200_188-,Louie Raggett,6.26,6.26,Gold,,Senior Men Long Jump: 1. Louie Raggett (6.26) GOLD
166,Waterford AC,Senior Men,Long Jump,*,1,2,2,50_188-,Evan Hayes,6.23,6.23,Silver,,Senior Men Long Jump: 2. Evan Hayes (6.23) SILVER
166,Galway City Harriers,Senior Men,Long Jump,*,1,3,3,49_188-,Jonah Erugo,5.33,5.33,Bronze,,Senior Men Long Jump: 3. Jonah Erugo (5.33) BRONZE
166,Crusaders AC,Senior Men,Long Jump,*,1,4,4,19_188-,Harry Alexander,4.92,4.92,,,Senior Men Long Jump: 4. Harry Alexander (4.92) 
166,Enniscorthy AC,Senior Men,Long Jump,*,1,5,5,20_188-,John O Connor,4.69,4.69,,,Senior Men Long Jump: 5. John O Connor (4.69) 
166,Raheny Shamrock,Senior Men,Long Jump,*,1,6,6,16_188-,Fionn Dewilde,4.43,4.43,,,Senior Men Long Jump: 6. Fionn Dewilde (4.43) 
167,Galway City Harriers,Senior Men,Shot Put (7.26kg),*,1,1,1,49_189-,Tom Mchugh,10.48,10.48,Gold,,Senior Men Shot Put (7.26kg): 1. Tom Mchugh (10.48) GOLD
167,Enniscorthy AC,Senior Men,Shot Put (7.26kg),*,1,2,2,20_189-,Peter  O Connor,10.31,10.31,Silver,,Senior Men Shot Put (7.26kg): 2. Peter  O Connor (10.31) SILVER
167,Waterford AC,Senior Men,Shot Put (7.26kg),*,1,3,3,50_189-,Taiwo Adereni,9.08,9.08,Bronze,,Senior Men Shot Put (7.26kg): 3. Taiwo Adereni (9.08) BRONZE
167,Kilkenny City Harriers,Senior Men,Shot Put (7.26kg),*,1,4,4,200_189-,Neil Gunning,8.08,8.08,,,Senior Men Shot Put (7.26kg): 4. Neil Gunning (8.08) 
167,Raheny Shamrock,Senior Men,Shot Put (7.26kg),*,1,5,5,16_189-,Mark Geraghty,5.94,5.94,,,Senior Men Shot Put (7.26kg): 5. Mark Geraghty (5.94) 
167,Crusaders AC,Senior Men,Shot Put (7.26kg),*,1,6,6,19_189-,Ciaran Donnelly,5.31,5.31,,,Senior Men Shot Put (7.26kg): 6. Ciaran Donnelly (5.31) 
168,Raheny Shamrock,Senior Men,High Jump,*,1,1,1,16_190-,Erik  Sammon,1.85,1.85,Gold,,Senior Men High Jump: 1. Erik  Sammon (1.85) GOLD
168,Waterford AC,Senior Men,High Jump,*,1,2,2,50_190-,Isaac Akinjewe,1.75,1.75,Silver,,Senior Men High Jump: 2. Isaac Akinjewe (1.75) SILVER
168,Kilkenny City Harriers,Senior Men,High Jump,*,1,3,3,200_190-,Conor Malone,1.65,1.65,Bronze,,Senior Men High Jump: 3. Conor Malone (1.65) BRONZE
168,Enniscorthy AC,Senior Men,High Jump,*,1,4,4,20_190-,Dannan Long,1.6,1.6,,,Senior Men High Jump: 4. Dannan Long (1.6) 
168,Crusaders AC,Senior Men,High Jump,*,1,5,5,19_190-,Joseph Norris,1.55,1.55,,,Senior Men High Jump: 5. Joseph Norris (1.55) 
168,Galway City Harriers,Senior Men,High Jump,*,1,6,6,49_190-,Igor Munten,1.5,1.5,,,Senior Men High Jump: 6. Igor Munten (1.5) 
169,Enniscorthy AC,Senior Men,Discus Throw (2Kg),*,1,1,1,20_191-,John O Connor,46.08,46.08,Gold,,Senior Men Discus Throw (2Kg): 1. John O Connor (46.08) GOLD
169,Waterford AC,Senior Men,Discus Throw (2Kg),*,1,2,2,50_191-,Corey Scanlan,40.61,40.61,Silver,,Senior Men Discus Throw (2Kg): 2. Corey Scanlan (40.61) SILVER
169,Galway City Harriers,Senior Men,Discus Throw (2Kg),*,1,3,3,49_191-,Tom Mchugh,35.92,35.92,Bronze,,Senior Men Discus Throw (2Kg): 3. Tom Mchugh (35.92) BRONZE
169,Raheny Shamrock,Senior Men,Discus Throw (2Kg),*,1,4,4,16_191-,Colm O'Donoghue,27.98,27.98,,,Senior Men Discus Throw (2Kg): 4. Colm O'Donoghue (27.98) 
169,Crusaders AC,Senior Men,Discus Throw (2Kg),*,1,5,5,19_191-,Marcus Timlin,17.76,17.76,,,Senior Men Discus Throw (2Kg): 5. Marcus Timlin (17.76) 
169,Kilkenny City Harriers,Senior Men,Discus Throw (2Kg),*,1,6,6,200_191-,Nicholas Dunphy,11.54,11.54,,,Senior Men Discus Throw (2Kg): 6. Nicholas Dunphy (11.54) 
170,Waterford AC,Senior Men,Javelin Throw (800g),*,1,1,1,50_192-,Taiwo Adereni,42.23,42.23,Gold,,Senior Men Javelin Throw (800g): 1. Taiwo Adereni (42.23) GOLD
170,Enniscorthy AC,Senior Men,Javelin Throw (800g),*,1,2,2,20_192-,Peter O Connor,40.69,40.69,Silver,,Senior Men Javelin Throw (800g): 2. Peter O Connor (40.69) SILVER
170,Galway City Harriers,Senior Men,Javelin Throw (800g),*,1,3,3,49_192-,Richard Kamson,25.69,25.69,Bronze,,Senior Men Javelin Throw (800g): 3. Richard Kamson (25.69) BRONZE
170,Raheny Shamrock,Senior Men,Javelin Throw (800g),*,1,4,4,16_192-,David Moore,20.67,20.67,,,Senior Men Javelin Throw (800g): 4. David Moore (20.67) 
170,Crusaders AC,Senior Men,Javelin Throw (800g),*,1,5,5,19_192-,Marcus Timlin,18.72,18.72,,,Senior Men Javelin Throw (800g): 5. Marcus Timlin (18.72) 
170,Kilkenny City Harriers,Senior Men,Javelin Throw (800g),*,1,6,6,200_192-,William Nugent,15.70,15.7,,,Senior Men Javelin Throw (800g): 6. William Nugent (15.70) 
171,Enniscorthy AC,Senior Men,Weight For Distance (56lbs),*,1,1,1,20_193-,Chris St Claire Johnson,5.43,5.43,Gold,,Senior Men Weight For Distance (56lbs): 1. Chris St Claire Johnson (5.43) GOLD
171,Raheny Shamrock,Senior Men,Weight For Distance (56lbs),*,1,2,2,16_193-,Mark Geraghty,4.63,4.63,Silver,,Senior Men Weight For Distance (56lbs): 2. Mark Geraghty (4.63) SILVER
171,Kilkenny City Harriers,Senior Men,Weight For Distance (56lbs),*,1,3,3,200_193-,Neil Gunning,4.50,4.5,Bronze,,Senior Men Weight For Distance (56lbs): 3. Neil Gunning (4.50) BRONZE
171,Galway City Harriers,Senior Men,Weight For Distance (56lbs),*,1,4,4,49_193-,Igor Muntean,4.27,4.27,,,Senior Men Weight For Distance (56lbs): 4. Igor Muntean (4.27) 
171,Waterford AC,Senior Men,Weight For Distance (56lbs),*,1,5,5,50_193-,Shane  Scanlan,3.59,3.59,,,Senior Men Weight For Distance (56lbs): 5. Shane  Scanlan (3.59) 
171,Crusaders AC,Senior Men,Weight For Distance (56lbs),*,1,0,0,19_193-,Kevin Woods,0,0,,,Senior Men Weight For Distance (56lbs): 0. Kevin Woods (0) 
172,Waterford AC,Senior Men,Triple Jump,*,1,1,1,50_194-,Isaac Akinjewe,11.94,11.94,Gold,,Senior Men Triple Jump: 1. Isaac Akinjewe (11.94) GOLD
172,Galway City Harriers,Senior Men,Triple Jump,*,1,2,2,49_194-,Richard Kamson,11.55,11.55,Silver,,Senior Men Triple Jump: 2. Richard Kamson (11.55) SILVER
172,Kilkenny City Harriers,Senior Men,Triple Jump,*,1,3,3,200_194-,Cormac Holden,10.66,10.66,Bronze,,Senior Men Triple Jump: 3. Cormac Holden (10.66) BRONZE
172,Raheny Shamrock,Senior Men,Triple Jump,*,1,0,0,16_194-,Tbc Raheny Shamrock,DNS,-3,,,Senior Men Triple Jump: 0. Tbc Raheny Shamrock (DNS) 
172,Crusaders AC,Senior Men,Triple Jump,*,1,0,0,19_194-,Harry Alexander,DNS,-3,,,Senior Men Triple Jump: 0. Harry Alexander (DNS) 
172,Enniscorthy AC,Senior Men,Triple Jump,*,1,0,0,20_194-,Joseph Obasoham,X,-1,,,Senior Men Triple Jump: 0. Joseph Obasoham (X) 
